Query_ID,Query,Generated_Answer,Latency_Seconds,Top_1_Page_Accuracy,Top_3_Page_Accuracy,Top_5_Page_Accuracy,Page_Recall,BLEU_Score,ROUGE_L_F1,BERTScore_F1
white_smoke_overheat,I see white smoke and overheating.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.258,0,0,0,0,0.009,0.047,0.834
temp_gauge_fluctuate,My temperature gauge keeps going up and down.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.369,0,0,0,0,0.009,0.049,0.828
heater_fast_only,The heater works only while driving fast.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.278,0,0,0,0,0.0,0.0,0.833
steam_engine_bay,Steam is coming from the engine bay.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.29,0,0,0,0,0.0,0.0,0.839
cabin_hot_no_ac,Cabin gets too hot even when AC is off.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.649,0,0,0,0,0.0,0.0,0.826
coolant_leak_under,Coolant is leaking under the vehicle.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.438,0,0,0,0,0.0,0.0,0.823
bike_engine_hot,My bike engine gets very hot even on short rides.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.263,0,0,0,0,0.0,0.0,0.828
truck_hill_overheat,My truck overheats only while climbing hills.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.283,0,0,0,0,0.0,0.0,0.835
coolant_light,The coolant warning light turns on often.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.26,0,0,1,1,0.0,0.0,0.833
overheat_with_ac,My vehicle overheats when AC is turned on.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.19,0,0,0,0,0.0,0.0,0.831
heater_burning_smell,My heater smells like something is burning.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.242,0,0,0,0,0.009,0.044,0.824
brown_coolant,My coolant turns brown.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.173,0,0,0,0,0.009,0.047,0.821
brakes_spongy,My brakes feel spongy or soft when I press the pedal.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.261,0,1,1,1,0.009,0.048,0.823
brake_grind,My bike/car makes a grinding noise when braking.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.23,0,1,1,1,0.009,0.045,0.833
brake_pull,My brakes are pulling the vehicle to one side.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.228,0,1,1,1,0.0,0.0,0.824
brake_hard,Brake pedal is hard to press.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.258,0,1,1,1,0.0,0.0,0.824
brake_light_dash,Brake light on dashboard is on.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.281,0,0,0,0,0.0,0.0,0.834
clutch_loose,Clutch pedal is too loose or goes all the way down.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.201,0,1,1,1,0.0,0.049,0.817
clutch_jerk,Vehicle jerks when releasing the clutch.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.213,0,1,1,1,0.009,0.05,0.826
clutch_smell,Burning smell from the clutch area.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.434,0,0,1,1,0.0,0.0,0.828
clutch_squeak,Clutch pedal is noisy or squeaky.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.217,0,1,1,1,0.0,0.0,0.827
gear_grind,Gear shifting is hard or not smooth.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.234,0,0,0,0,0.0,0.0,0.82
accelerator_stuck,Accelerator is stuck or not returning.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.522,0,1,1,1,0.0,0.0,0.832
engine_slow_response,Engine doesn’t respond quickly when I press the accelerator.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.348,0,0,0,0,0.0,0.0,0.823
hard_pedal,The accelerator pedal feels too hard.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.212,0,1,1,1,0.0,0.05,0.83
rpm_increase,RPM increases without pressing the pedal.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.205,0,1,1,1,0.0,0.0,0.828
hesitation,My vehicle hesitates when I press the accelerator.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.204,0,1,1,1,0.009,0.05,0.827
radiator_overheat_fast,My engine temperature is rising quickly.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.184,0,0,0,0,0.0,0.0,0.836
radiator_leak,Coolant is leaking under the vehicle.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.223,0,0,0,0,0.0,0.0,0.828
radiator_fan_broken,Radiator fan not working.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.276,0,0,0,0,0.0,0.0,0.83
steam_bonnet,Steam coming from the bonnet.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.205,0,0,1,1,0.0,0.0,0.839
radiator_clog,Radiator clogged or dirty.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.285,0,0,0,0,0.0,0.0,0.836
misfire,My engine misfires or runs rough.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.197,0,0,1,1,0.0,0.0,0.828
engine_wont_start,Engine won’t start.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.239,0,1,1,1,0.0,0.0,0.825
exhaust_smoke,White or blue smoke from exhaust.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.2,0,1,1,1,0.0,0.0,0.797
check_engine_light,Check Engine Light is on.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.256,0,1,1,1,0.009,0.051,0.833
overheat_freq,Engine overheating frequently.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.283,0,0,0,0,0.0,0.0,0.827
battery_warning,Battery warning light is on.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.211,1,1,1,1,0.0,0.0,0.83
hybrid_noise,Strange engine noise when switching between electric and fuel.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.313,0,1,1,1,0.0,0.0,0.828
hybrid_mpg_drop,Hybrid fuel economy suddenly drops.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.331,0,1,1,1,0.0,0.0,0.83
regen_brake_fail,Regenerative braking not working properly.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.21,1,1,1,1,0.0,0.0,0.827
engine_run_stopped,Engine keeps running even when stopped.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.325,0,0,1,1,0.0,0.0,0.818
suv_pull,My SUV pulls to one side while driving.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.192,0,0,1,1,0.0,0.0,0.835
mpg_drop,Sudden drop in fuel efficiency.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.382,0,1,1,1,0.0,0.0,0.829
jerky_shift,Jerky gear shifting (automatic SUV).,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.207,0,1,1,1,0.0,0.0,0.831
4wd_fail,4x4 or AWD not engaging.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.235,1,1,1,1,0.0,0.0,0.824
towing_overheat,Engine overheating during towing or uphill driving.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.344,0,1,1,1,0.0,0.0,0.836
suspension_bounce,Suspension feels bouncy or too stiff.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.316,1,1,1,1,0.0,0.0,0.828
tire_heat,My tire heats up quickly while driving. Why?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.362,0,0,0,0,0.0,0.0,0.834
tire_burst_cause,My tire burst suddenly. What went wrong?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.207,0,0,0,0,0.0,0.0,0.823
rim_bent,My rim is bent or not fitting the tire properly. What should I do?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.23,0,1,1,1,0.0,0.0,0.833
car_shake_speed,My car shakes when I drive fast. Could it be tire unbalancing?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.232,0,1,1,1,0.0,0.0,0.833
tire_pull,My vehicle pulls to one side. Is it a tire issue?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.271,0,0,0,0,0.0,0.0,0.832
tire_slow_leak,My tire keeps losing air slowly. What’s the cause?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.38,1,1,1,1,0.0,0.0,0.822
tubeless_flat,My tubeless tire goes flat overnight. What should I check?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.337,0,0,1,1,0.0,0.0,0.838
rear_tire_wear,My rear tire wears faster than the front. Is that normal?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.305,0,1,1,1,0.0,0.0,0.825
tire_noise,Why does my tire make a humming or whining noise?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.325,1,1,1,1,0.0,0.0,0.834
tire_skid,My tire tread looks fine but still skids. Why?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.275,0,0,0,0,0.0,0.0,0.825
gear_shift_issue,My vehicle is not shifting into gear properly. Why?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.273,0,1,1,1,0.0,0.0,0.829
gear_slip_neutral,My gear slips back into neutral while driving. What’s the cause?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.221,0,1,1,1,0.0,0.0,0.835
gear_grind_shift,My gear makes a grinding noise when I shift. Is that serious?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.203,0,1,1,1,0.0,0.0,0.829
loose_gear_lever,The gear lever feels loose or wobbly. What does that mean?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.208,0,0,0,0,0.0,0.0,0.828
stuck_park,My automatic car is stuck in ‘Park’ and won’t shift. What do I do?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.367,0,0,0,0,0.0,0.0,0.831
soft_clutch,My clutch pedal feels very soft or goes to the floor. What’s wrong?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.362,1,1,1,1,0.009,0.05,0.825
bike_gear_jam,My gear pedal on the bike feels jammed or stiff. What should I do?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.268,0,0,0,0,0.0,0.0,0.831
delayed_shift,My vehicle takes time to respond after I shift gears. Is that normal?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.195,0,0,1,1,0.0,0.0,0.822
4wd_stuck,My SUV or 4x4 won’t shift into or out of 4WD mode. Why?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.533,0,1,1,1,0.0,0.049,0.821
gear_whine,I hear whining or humming while driving in gear. Is it a gear issue?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.244,0,0,0,0,0.0,0.0,0.83
superbike_heat,My superbike gets extremely hot after short rides. Is that normal?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.265,0,0,0,0,0.009,0.049,0.831
supercar_mpg,My supercar gives very low mileage. Is there a fix?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.246,0,0,0,0,0.0,0.0,0.836
brake_fade_race,The brakes in my racing vehicle feel less responsive at high speed. Why?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.363,0,1,1,1,0.0,0.0,0.821
chain_loosen,My superbike chain keeps loosening. Is it normal?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.231,0,0,0,0,0.0,0.0,0.835
stiff_suspension,My supercar’s suspension feels too stiff on normal roads.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.235,0,0,0,0,0.0,0.0,0.831
race_clutch_wear,The clutch in my sports car feels very hard or wears out fast.,"I'm your automotive diagnostic assistant, so I can only help with vehicle-related questions. 
      ...",0.002,0,0,0,0,0.0,0.032,0.745
high_speed_vibrate,My superbike vibrates excessively above 100 km/h. Is that unsafe?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.588,0,0,0,0,0.0,0.0,0.834
supercar_tire_wear,The tyres on my supercar wear out very quickly.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.298,0,0,0,0,0.0,0.0,0.833
dash_warning_freq,I see warning lights frequently on my dashboard. Should I worry?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.201,0,1,1,1,0.0,0.0,0.825
race_grip_loss,My racing car/bike loses grip or slides during fast turns. What’s wrong?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.416,0,0,0,0,0.0,0.0,0.832
aero_instability,My vehicle's aerodynamics seem to cause instability at high speeds.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.322,0,0,0,0,0.0,0.0,0.829
high_rev_no_speed,My engine revs very high but the speed doesn’t increase equally.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.425,0,1,1,1,0.009,0.057,0.828
fuel_needle_flux,My fuel needle fluctuates or goes down too quickly in a race vehicle.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.271,0,0,0,0,0.011,0.105,0.833
rpm_drop_bike,My bike’s RPM drops suddenly during fast rides. Why?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.26,0,1,1,1,0.0,0.0,0.82
ecu_error,My supercar throws ECU or sensor error codes frequently.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.653,0,0,0,0,0.0,0.0,0.835
lights_flicker_wire,My vehicle's lights randomly flicker while driving. Is this a wiring problem?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.217,0,0,1,1,0.0,0.0,0.824
horn_fail_wire,The horn stopped working suddenly. Could the wire be damaged?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.259,0,0,0,0,0.0,0.0,0.828
blinker_fast,My indicator blinks very fast or not at all. What’s wrong?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.294,0,0,0,0,0.0,0.0,0.828
cluster_lights_fail,Speedometer or fuel meter lights don’t turn on at night.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.304,1,1,1,1,0.0,0.0,0.838
parasitic_drain,Battery drains quickly even when the vehicle is off. Why?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.229,0,0,0,0,0.0,0.0,0.83
ebike_cutoff,My electric bike/scooter suddenly turned off and won’t start again.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.289,0,0,0,0,0.0,0.0,0.835
fuse_blows,Fuse keeps blowing when I turn on headlights or indicators. Why?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.305,0,0,0,0,0.0,0.0,0.832
aftermarket_issues,"After installing aftermarket lights/audio, my vehicle misbehaves electrically.","I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.207,0,0,0,0,0.0,0.0,0.83
fuel_gauge_jump,My fuel gauge needle is stuck or jumping randomly.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.34,0,0,0,0,0.0,0.0,0.825
no_crank_wire,My vehicle won’t crank even though battery is full. Could it be a wiring fault?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.283,0,0,0,0,0.0,0.0,0.823
rear_light_fail,My rear lights don't work even after bulb replacement. What could be the issue?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.302,0,0,0,0,0.0,0.0,0.831
dash_errors,The dashboard shows multiple error lights suddenly. Is this an electrical issue?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.258,0,0,0,0,0.0,0.0,0.826
wiper_intermittent,My wipers or blower motor work only intermittently.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.278,0,0,0,0,0.0,0.0,0.831
electric_shock,My vehicle keeps getting electric shocks or spark near terminals.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.26,0,0,0,0,0.0,0.0,0.825
reverse_light_switch,My reverse lights don’t come on even when gear is engaged.,"Step 1: Check reverse light fuse.
Step 2: Inspect bulb and socket for damage.
Step 3: Check wiring a...",0.679,0,0,0,0,0.087,0.432,0.938
fuel_smell,I smell petrol around my bike/car. Is this a leakage?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.633,1,1,1,1,0.0,0.0,0.83
gas_smell_cng,My CNG/LPG vehicle is giving off a strong gas smell.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.245,0,1,1,1,0.009,0.053,0.84
ac_hot_air,My car's air conditioner doesn’t cool enough or blows hot air.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.338,1,1,1,1,0.0,0.0,0.829
stereo_fail,The car stereo or infotainment system doesn’t work.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.262,0,0,0,0,0.0,0.0,0.832
seat_stuck,One of my seats is stuck or doesn’t move forward/backward.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.27,0,0,0,0,0.0,0.0,0.828
window_stuck,My power window is stuck half-way or makes noise.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.271,0,1,1,1,0.0,0.0,0.83
dash_warning_stuck,The dashboard warning lights stay ON even when the car is fine.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.328,0,0,0,0,0.0,0.0,0.831
fuel_gauge_error,Fuel gauge shows wrong reading or is stuck.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.219,0,0,0,0,0.009,0.053,0.832
burning_smell_cabin,My cabin smells like something is burning.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.371,0,0,0,0,0.0,0.0,0.839
vibration_ac,My car vibrates when I turn on AC or stop at a signal.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.264,0,0,0,0,0.009,0.051,0.833
water_in_light,There’s water inside the headlight or tail light housing.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.343,1,1,1,1,0.0,0.0,0.829
start_stall,Vehicle starts but stalls within seconds.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.257,0,0,0,0,0.0,0.0,0.827
jerk_accel,My vehicle jerks while accelerating or feels sluggish.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.24,0,0,0,0,0.0,0.0,0.817
fan_no_air,My cabin fan works but no air comes from vents.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.331,0,0,0,0,0.0,0.0,0.837
seat_squeak,My seats or dashboard make creaking sounds while driving.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.235,0,0,0,0,0.0,0.0,0.817
door_lock_fail,My automatic car doors lock but won’t unlock / stay stuck.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.256,0,0,0,0,0.0,0.0,0.828
door_handle_loose,My car’s door handle is loose or not opening the door.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.425,0,0,0,0,0.0,0.051,0.827
handbrake_stuck,My vehicle's handbrake (parking brake) doesn't hold or is stuck.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.251,0,0,0,0,0.0,0.053,0.825
shifter_stuck,My automatic gear gets stuck or won’t shift smoothly.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.344,0,0,0,0,0.0,0.0,0.828
mirror_fold_fail,The rearview mirrors don’t fold or adjust electronically.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.25,0,0,0,0,0.009,0.05,0.832
wipers_stuck,My windshield wipers don’t work or are stuck.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.294,1,1,1,1,0.0,0.0,0.825
washer_fail,The washer spray doesn’t clean the windshield.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.258,0,0,0,0,0.0,0.0,0.828
rain_sensor_fail,My rain-sensing wipers turn on randomly or don’t work.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.407,1,1,1,1,0.0,0.0,0.836
camera_fail,My vehicle’s rearview camera or parking sensors stopped working.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.307,0,0,0,0,0.009,0.048,0.825
bonnet_stuck,The bonnet (hood) doesn’t open even after pulling the lever.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.247,0,0,0,0,0.009,0.089,0.824
trunk_pop,My boot/trunk doesn’t lock or pops open randomly.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.446,0,0,0,0,0.0,0.0,0.822
remote_unlock_fail,My car won’t unlock with the key or remote.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.386,0,0,0,0,0.0,0.0,0.829
window_wont_move,My car’s power window won’t go up or down. What could be the problem?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.282,0,0,0,0,0.0,0.0,0.83
windshield_chip,"There’s a small chip in my side window. Will it spread, and what should I do?","I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.194,0,0,0,0,0.0,0.0,0.832
door_wont_shut,My car door doesn’t shut properly and sometimes won’t open. What’s wrong?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.277,0,0,0,0,0.0,0.053,0.832
handle_loose_replace,My door handle feels loose and won’t open the door. Do I need to replace it?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.333,0,1,1,1,0.0,0.0,0.828
lights_stopped,My car’s headlights and taillights suddenly stopped working. What could be the issue?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.282,1,1,1,1,0.0,0.0,0.826
indicator_solid,"When I turn on my indicators, they stay solid or blink rapidly. What does that mean?","I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.251,0,0,1,1,0.0,0.0,0.833
ignition_switch_fault,My car won’t start even though the battery is okay. Could the ignition switch be faulty?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.227,0,1,1,1,0.0,0.0,0.821
driver_window_switch,"The power window on the driver side doesn’t work, but the others do. What’s wrong?","I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.259,0,0,0,0,0.0,0.0,0.835
headlight_flick_switch,My headlights only turn on after flicking the switch multiple times. Why is that?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.305,0,0,0,0,0.0,0.0,0.836
indicator_stalk,The indicator switch doesn’t hold the position anymore. It turns off automatically or doesn’t stay on.,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.47,0,0,0,0,0.0,0.061,0.838
ac_switch_light,My AC switch light turns on but no cool air comes out. Could the switch be faulty?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.38,0,0,0,0,0.0,0.0,0.831
hazard_one_side,"When I press the hazard light switch, only one side blinks. Is the switch at fault?","I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.397,0,0,0,0,0.0,0.0,0.836
wiper_speed_fail,"My car's wiper switch doesn’t work on low speed, only high speed. What could be the reason?","I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.202,0,0,1,1,0.0,0.0,0.834
dimmer_fail,The dashboard backlight dimmer doesn’t respond. Is it a switch problem?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.306,0,1,1,1,0.0,0.0,0.825
passenger_lock_switch,The door lock switch doesn’t work on the passenger side. Driver side works fine. Any fix?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.431,1,1,1,1,0.009,0.049,0.829
defogger_fail,My rear defogger doesn’t activate when I press the switch. Why?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.258,0,1,1,1,0.0,0.0,0.828
trunk_switch_fail,"Every time I press the trunk release switch, nothing happens. Is the switch broken?","I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.32,1,1,1,1,0.0,0.0,0.832
cruise_light_fail,My cruise control light won’t turn on when I press the button. Any help?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.425,1,1,1,1,0.0,0.0,0.828
fog_light_switch,The fog light switch works intermittently. What causes this?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.27,0,0,1,1,0.0,0.0,0.822
mirror_switch_left,Only the left mirror adjust switch is not working. Right side adjusts fine. Any fix?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.287,1,1,1,1,0.0,0.0,0.839
fuel_lid_switch,My fuel tank lid won’t open when I press the release switch. What could be wrong?,"I apologize, but I don't have specific technical information in my database regarding this issue. I ...",0.366,1,1,1,1,0.0,0.0,0.831
